"text","rating","bahasa"
"More plot heavy than the first and the action isn’t as heavy early on but the third act is the best action I’ve ever seen in a movie. These fucking movies are so incredible. You got a girl with two hammers fighting on a train. A guy with a baseball bat that uses balls like a gun. A guy with two scythes that had the coolest fight ever. A car chase with fights going on inside the car. A fight…",10,"english"
"I’d argue this is a flawless action film. It’s like action distilled down into its most concentrated form",10,"english"
"Boy, I love when directors try something new. Not sure the movie always hits, but I think going south and not trying to capture lightning twice is so smart.  RAID 2 is equal parts prestige drama, crime movie, and absolutely back breaking, wind knocking, and blood spurting wildness. I think for some, the story drags or the way it approaches itself is TOO DIFFERENT — but I personally like it. It’s quite simply not comparable. They’re different. The combat is…",8,"english"
"A great step up from the previous, but feels so bloated at times. I loved this to the point where I remembered dialogue and scenes, so rewatching it again was a nice refresher of things I surprisingly never caught on to before.",8,"english"
"movie 2  prison food look good AF  crazy ass movie   truly delightful   like the clone wars of raid - many abstract fantasy politics",8,"english"
"Completely different than the first one but just as fire",8,"english"
"Far more formulaic than the first but the action and choreography is fucking sick.  Get ready gaffer I’m pumped up",7,"english"
"the godfather 2 of sequels",10,"english"
"The brilliance of the film is the shaddy part ironically There are some top class action scenes which I think I have never seen such natural vibes filled with and the difficult part is it's lagging the wit or the motive . In parts it would be great , but blending to be a perfect or near perfect it failed miserably",6,"english"
"This film is P A C K E D. The action is as brutal and exhausting as you'd expect, but this time they added more breathing room - the characters are all interesting and the narrative is similar to The Gentlemen but less generally phobic and more visually stunning. It has boss battles, it has beat-em-up sections, and it might just have the best car chase to grace cinema. Boy oh boy are you in for a treat!",9,"english"
"𝐓𝐇𝐄 𝐑𝐀𝐈𝐃 𝟐 𝐌𝐨𝐯𝐢𝐞 𝐑𝐞𝐯𝐢𝐞𝐰  They took everything good from the 1st film, added more lore, story and fight sequences. Some of these fights are just utter perfection😍ngl.   10/10",10,"english"
"Gareth Evans exchanges the tight, visceral, tense storytelling of The Raid with something more akin to a sprawling crime epic, as if he saw The Departed and thought it would be improved if they all started beating the shit out of each other every twenty minutes. Maybe I just wasn’t in the mood to get a more complex story from a Raid movie tonight, but then again, maybe the emotional stakes informing the action weren’t as strong as the sustained…",7,"english"
"Not sure what happened but the situation looked serious",8,"english"
"Still the best action movie ever made.",10,"english"
"If there was an award for “best Indonesian action film made by someone named Gareth” this would be a contender",10,"english"
"Turned my brain off and witnessed a man take down nearly the entire Indonesian underworld.  In the past 2 hours 30 minutes (!) I saw dude kill people by tossing baseballs and hitting them with his bat, a man get shot with an entire magazine from an automatic pistol straight to the face while hanging out the side of a car, and no less than 1,000 gallons of blood get spilled in the final boss fight.  If you don’t like this movie you’re probably lame and boring and I hate you. Grow up and watch real movies.",10,"english"
"Feels kinda wrong to give this a 9 because it’s like saying there can never be an action movie that’s a 10. It doesn’t get better.",9,"english"
"What if The Departed, but with infinitely more punching, blood spurts, and guys who kill people by hitting baseballs at them?",7,"english"
"The Raid and Raid 2 are possibly the best back-to-back perfect movies since Alien and Aliens. And like those it benefits from a huge increase in scope and a subtle yet important genre shift.  The Raid was a simple story, good enough to carry the massive amounts of ass it kicked. The Raid 2 fleshes out a more interesting drama with more depth and character development and yet somehow also kicks even more ass. (In Converse!) A sequel for the ages.",9,"english"
"This review may contain spoilers. I can handle the truth.  Why do we bash “dead-beat” crime bosses for not being there for their kids but we never question if the son has bad vibes? Or if they’re just unpleasant to be around?",0,"english"
"i had a review in mind but the dinner table got off track debating whether human skin is edible and now that’s my review.",9,"english"
"The choreography and action is insane in this movie! I still haven't seen another movie like it.",10,"english"
"Though not as good as its predecessor, the incredible action and astounding cinematography still hold near a decade later. The carnage and all our violence has been near unmatched for a very long time. And no one has been able to use the immense talents Iko Uwais since these two films. Which is a shame, because not only is he just an unbelievable martial artist, he also oozes charisma and charm with magnetic energy and I wish more directors would use him to his full potential.",8,"english"
"I think the hand to hand is just a tiny bit worse compared to the The Raid, but just about everything else is a cut above. I felt like I was lost a few times, but the atmosphere was so cool that it didn’t matter.  Always appreciated how this franchise has very cool and distinct looking characters without being too try hard or over the top with the costume design   I know it’s a famous piece of classical music, but it was crazy to hear the Barry Lyndon song in a movie that wasn’t Barry Lyndon",9,"english"
"Greatest action movie ever made. It’s unlikely we will ever see anything on this level again.",10,"english"
"A moment of silence for all of the bottles that were smashed in this movie",9,"english"
"I want more",8,"english"
"Gets a bit bogged down by its story, but delivers the action you've come for (and then some!).",7,"english"
"I am exhausted… anyways time for rupauls drag race",10,"english"
"The Raid 2 picks up pretty much where we left off in the first installment and sees Evans opening up from filming in one location into the world wide of of the city's crime syndicates and corruption in the police forces and continues to follow our lead Rama again played by the talented Iko Uwais who has the impossible task of going undercover inside a criminal family which leads into an open world full of absolute stunning fight sequences and…",10,"english"
"Single best fighting sequences ive ever seen",10,"english"
"Once again, The Raid 2 storms out of the gate with set pieces and martial arts choreography that embarrasses mainstream Hollywood, which for the most part have been fairly toothless attempts at action cinema (aside for some exceptions of course). The intensity and brutality that made the first film so entertaining is turned up to eleven, resulting in moments that are simply fantastic to watch. These sequences are not only well made, but they also contain some creative ideas that…",7,"english"
"Incredibly violent. But a fun watch.",8,"english"
"This might be a bit of an unpopular opinion but I thought this was definitely a bit of a step down compared to the first one. Yeah the action is still fantastic but I thought the closed enviroment of the first film made it shine more. I also thought the first one had more variety in the action while this was mostly hand to hand martial art combat. Those comparisons aside, I still hightly enjoyed this.",8,"english"
"rewatch  genuinely blown away by this movie  the choreography is fluid and brisk, every fight is like a busy creek and formatted like a sonata and is its own story. the intrigue and tension that gradually builds as each character idealizes upon themselves, and shots and frames that could be portraits in their own right. this movie is always delicious to watch but coming back to it after a decade and seeing the amount of art infused into this work is inspiring.  pro tip: if you are going against rama please just get a gun and stay 20m away please",10,"english"
"Who’s the crew member that has to clean up all the red food coloring",8,"english"
"The Citizen Kane of action films.",10,"english"
"I will die on the hill that this is better than the 1st movie. (Both are absolute favorites though)",10,"english"
"I don't think I have revisited it since I saw it, mainly due to the runtime and not connecting with the story. Since, I have kind of forgot about it tbh. But, it popped up on Netflix so i figured it would be a good time to see what I thought about it all these years later. And, damn, this movie not only still has some of the best looking/shot action scenes, but I really have come to appreciate the…",9,"english"
"Literally me vs the voices in my head",8,"english"
"Watch this movie now, it’s on Netflix so there is no excuse at all not to. Yes it focuses more on plot than the first one but who gives a fuck when the action is as amazing as it is, and with better sets then the first film thanks to said plot. It’s also an action film not afraid to get it hands dirty when killing off characters in fight scenes, and by god is it beautifully graphic in the brutality shown off, there’s a reason this is praised as one of the best action films ever created, because I honestly believe it is",10,"english"
"Insanely violent, intricately choreographed fight scenes. Top-tier action film.  PSA: Do not settle for the dubbed version of this movie. The voice acting is atrocious.",9,"english"
"If I see Rama on the sidewalk, I'm crossing to the other side.",8,"english"
"""None of us are spiders, we're all just small parts of a big fucking web""  A perfect sequel. The Raid 2 manages to inherit everything that made it's predecessor such a masterpiece and yet it expands it all in such a perfect way: it's more intense, more visceral, more creative, and far more ambitious. No longer is Rama just one man in confined to a single building, he's going to war with the entire underworld as all aspects of the…",10,"english"
"Great action when it happens but wow... what a dull film.  The Raid 2 didn't really need to have a big story but they try it anyway. It's a simple mafia story (young arrogant son overtakes boss father causing chaos) convoluted by adding two many characters that have little relevance in the end.  Every character is two-dimensional and there's a lot of bad/over-acting going on. The story and line deliveries shouldn't be my main critques since this is an action…",5,"english"
"I think for the Raid 2, bigger isn't necessarily better. The sequel raises the stakes with bigger venues, bigger crowds, bigger fights - some of which are enthralling - but it's weighed down by a really supbar gangster/crime plot - which some trite writing - and not the filmmakers fault, but my only viewing option - some really cringey voice over work. This really kills the pacing and distracts from the real thrill of the movie - the action.  The…",7,"english"
"This film’s claim to fame is the fighting and well...here’s an unpopular opinion but I think the fight choreography and stuntwork during those sequences were absolutely terrible. Some of the most unrealistic fights I’ve ever seen. Bad acting, no story, terrible camera work.  This is the best action movie ever? 🤣🤣🤣  This sucks just like Gareth’s other movies.",3,"english"
"Blood, dildos, gore, pegging, drugs, murder, betrayal, and a one man fucking army. The Raid 2 has all of these things and more in it’s stacked 2 1/2 hr run time, and it works so well. This movie had me on the edge of my couch the entire time and the choreography is the best I’ve seen in years. Phenomenal film",8,"english"
"Oranganized crime movies is eather hit or miss for me and nuances can make me not liking it. This is a story about a cop that go very deep under cover to nail some dirty policemen (if I remember correct), he is a badass and excellent fighter.  The fight scenes is very advanced in choreagraphy, they do the fights in slower pace (?) and then speed it up (?). I can watch it in small doses but then I need…",7,"english"
"wwowowowjebdndkwowksk this is more much fun than the first movie",10,"english"
"I’ll admit up front my exposure to martial arts movies is limited, but, you can’t really beat this right?  The Raid is a stripped down, bare bones fight movie and it rules. Whether that simplicity makes it better or lesser than it’s overstuffed but more ambitious sequel is a tough call  There’s something to be said for a longer runtime. Yes, it’s take 187 viewings to figure out all of the plot, but the time and complication allow us to…",9,"english"
"Goofier and more complicated than I remembered. Still goated",8,"english"
"This movie fucks.",10,"english"
"A bit longer than it needed to be. Not many action movies need to be 2 1/2 hours. The baseball bat & hammers duo were kind of wack but everything else was pretty cool.",8,"english"
"As a frequent consumer of action cinema, I’m always excited when an action film really excites me. The Raid 2 is the perfect example of this genre done right.  I loved the first Raid movie. Gareth Evans is just a fantastic action Director. Of course, Iko Uwais is an incredible talent in front and behind the camera. This combo, and a host of amazing talent, make The Raid 2 even more spectacular than the first. Adding in more story and…",10,"english"
"The Raid meets character arcs",8,"english"
"Cleverly edited, tightly choreographed action sequences highlight a “undercover cop in gang territory” plot, especially so in the last 20 minutes of this epic.",8,"english"
"This review may contain spoilers. I can handle the truth.  when he smashed that guy in the face with a bat so hard that it lodged into his skull 🤘🏻🔥🤘🏻",9,"english"
"Script boring violence good  Super drunk now",8,"english"
"A worthy sequel that takes a decidedly different approach with pacing and scale, this also still has plenty of awesome action scenes like the predecessor. In this one, Rama, the protagonist of the first film, goes undercover into prison and emerges into the fold of organized crime as low level enforcer. He juggles conflicts within the gang and with his handlers as he tries to unearth crooked cops, and fights like crazy when he has to. All in all pretty excellent even if some of the dramatic sequences start to feel a little slow over time.",8,"english"
"One of the best action films of the last 20 years.",9,"english"
"We need more baseball scenes in action movies. Like, not just beating people up with the club, but cool tricks to hit them with the ball as well.  Suspension of disbelief/pacing: This waltzed over me like crazy. Amazing rewatch and entertaining from start to finish. Not in the least due to the fact that the action sequences have fantastic build-up and include a cool variety of locations.  Emotional reaction: In the words of VJ Eddie: ACTION PACKED MOVIE.  Element of…",9,"english"
"The Raid 2, baby. Another masterpiece.  Iko Uwais's Rama should be a Playable Character in the next Mortal Kombat entry.  All the movement and the perfectly orchestrated one-shot/take action sequences take these awesome hyper violent moments a million times better than what your Dad watches.   Body Count: 121  So I give this a… 121 out of 5.",10,"english"
"Baseball bat: the ultimate ranged weapon",9,"english"
"Despite loving the first film when I first saw it in cinemas, I had never watched the sequel due to how Japan's release date changing essentially screwed me over from also enjoying it in cinemas 😤😂  But now I am grateful years later because, in that time, I gained a husband that I was able to convince to watch both with me so that I could at least enjoy this one with someone.  .... But I hated Ucho too much…",8,"english"
"This is not good.  Gone is the charm and simple brutality of the first. In its place is a lacklustre plot that feels complicated and devoid of reasons to give a toss.  The ambition is immense and truly commendable. The cinematography is trying very hard and feels nearly as kinetically driven as the first but, without the confinement of the apartment block setting, much of the thrill is lost.  Plot wise, our protagonist makes no progress on getting revenge on…",1,"english"
"While this sequel still has all the thrills and intense choreography from the first, it expands upon the first by adding in much more storytelling and plot development. It doesn't add much to the experience, but it also doesn't take away anything either. The only thing I found it added was some unnecessary filler when it came to the length. I much preferred the simplistic nature of the first and enjoyed the to the point runtime whereas this one can drag quite a bit in between the action sequences.",7,"english"
"A+ for ambition -  I think the last hour is phenomenal. Some of the best action that ever did action. The first hour and a half is essential to making it work, and there is a lot of fun action scenes that tide you over while all of the essential pieces are being out into place. And it’s not skin deep drama for the sake of it. The last hour of violence feels cathartic and means something. It elevates it.…",8,"english"
"Guns, knives, hammers, blood, cops, gangsters, stunts, wild screenplay and adrenaline pumping action. What a fucking ride.! The RAID duology is simply amazing.",10,"english"
"I only have superlatives for this movie.   The best crime movie of all time. The best fight scenes of all time. MAYBE the best action movie of all time (you have to put T2 in the convo). Flawless is an underestimation of this masterpiece  Easily in my top 5 of all time. The screenplay is perfection. The bag Gareth Evans dug in for this movie is insane. I wish I could experience this for the first time again like I did 8 years ago.",10,"english"
"If you want pure action you're better off with the first film, but if you can wait for the action here you'll find many of the best fight sequences of the decade, if not all time (the car chase is my nominee for best action sequence of the 2010s). Gareth Evans stretches his cinematic muscles to stage and shoot his dramatic scenes as cleanly as possible, then erupts into exceptionally dynamic and mobile camera movements for the action that put…",9,"english"
"My favorite moment in the Raid happened at around 32 minutes in, after an extremely well choreographed fight, when I realized that this scene was enough to end most movies and yet there was still an indulgent two hours of violence remaining. The runtime was perfect for me. What a relief not to want something to end more quickly. If a film can fill up the extra space with good material, I'm there for it. This was good material.  The…",9,"english"
"This is a VERY different film to The Raid, which I can't lie kinda had me worried at first. What makes that such a great film is it's constant sense of anxiety and tension within the one location in between the almost non stop action whereas this film is much heavier on plot, so it's action is a lot more spread out. I was glad though that it doesn't just end up a carbon copy of the first film like…",8,"english"
"Gangster melodrama where the level of gore approaches that of zombie movies; the production values are top tier but its soul is grind-house. This sequel is a wild fusion of crime family epic, undercover intrigue, and martial arts mayhem that carries a lengthy runtime at 150 minutes; but I can’t think of a single scene that should’ve been left on the cutting room floor. Writer/editor/director Gareth Evans is clearly savoring the expanded budget and scope that has been allotted to…",9,"english"
"It’s the perfect sequel.",10,"english"
"This is why we love movies. Cuz of shit like this.  Raid 2 takes everything awesome about Raid: Redemption, does it better, adds a more compelling story, more interesting characters, cooler set pieces and some dope-ass camerawork. Oh yeah, and probably the best martial-arts scenes I’ve ever witnessed.  An impeccably crafted crime saga that surpasses the original.",10,"english"
"Devastated to learn only 50 minutes in that this is two and a half hours long",3,"english"
"the first raid movie is for people who just want to see some sick action and fight choreography and the second raid movie is for people who want that but also a plot. so, both were pretty amazing in their own way. i loved the fast paced action of the first raid but i also loved the plot and buildup of the second raid so i equally loved both.",8,"english"
"I wonder how Gareth Evans must feel that after all these years there is still a lot of annoying people who always ask him in his Instagram, in every post he makes (whether its related or not) if he is gonna make The Raid 3, when he already stated many times that its never gonna happen.  The Raid 2 ended the franchise perfectly we don't need another Raid film.",10,"english"
"Despite being nowhere near as tight as the original and with pacing that’s a bit all over the place, the action/ fight scenes in this are second to none in just about every regard.",6,"english"
"This review may contain spoilers. I can handle the truth.  They blew raid 1 out of the water. Double the violence, the gore and ridiculous fight scenes. Just all around fun movie.",10,"english"
"Hell yes dude. So much incredible action and a pretty good storyline too. A little draining at times.",8,"english"
"60  Though much bigger than it predecessor, The Raid 2 certainly isn’t better.  The bloody, brutal action spectacle remains the reason to watch, as Gareth Evan’s’ direction and editing shines as being among the best in the action genre.  The martial arts choreography and often unique use of weaponry is astounding to behold. There really is no action movie experience quite like The Raid movies. There’s an authenticity to them that most action flicks sorely lack.  The performances are all…",6,"english"
"Once you've watched The Raid you go and watch The Raid 2, and when you've watched that you will never see a better action film.",10,"english"
"The action was great if not even more intense than the first film. But it's more spread out and in between all of the action was a lot of Godfather type shit with crime bosses that I could not care less about. Meanwhile you'll be checking IMDBing going ""Wait, who's that? I thought he died in the first film? Wait it's the same actor playing a different character???"" and being a little more confused. Speaking of, it also cuts all…",8,"english"
"if I had a nickel for everytime a gritty hand-to-hand combat action thriller introduced a deaf-mute female antagonist in the second film I'd have two nickels, which isn't a lot, but it's weird that it happened twice",8,"english"
"You’re either a Raid 1 or Raid 2 person…   Doesn’t have the tight simplicity and breathlessness of the first film but I find the extra time spent on the story provided nice pacing for the fights - which are more complex and have more room to breathe on the screen (even if the first film’s cinematography fits it perfectly).   I also really love how you feel as exhausted as Rama by the end lol   I’ve seen this maybe four times now and there’s always something new to appreciate about the creativity of the choreography and camera tricks ⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️",10,"english"
"The Gareth Evans Cinematic Universe is one in which everyone and their grandmother is an expert martial artist, but hasn’t the slightest conception of how to fire a gun. I’ll take 6 more films please.",7,"english"
"Honestly not exactly what I expected after seeing the first one. So first of all the action and choreography in this is literally perfect. Every action scene is so well made and there’s a lot of them. And the cinematography is great as well. But this movies biggest problem is it’s story. The story is so boring and convoluted, I didn’t expect this movie to have a strong emphasis on story and it honestly ruins me ever rewatching it. I…",8,"english"
"This review may contain spoilers. I can handle the truth.  Mad Dog :(",8,"english"
"Sorry, John Wick. This one’s better than you too.          I should learn martial arts.",9,"english"
"Although I love the brutal simplicity the first movie offers this one is just better in every way. Also one of the greatest action movies of all time.",10,"english"
"Hit all the sweet spots for what I want out of an action movie. Kitchen fight scene may be one of the best modern fight scenes I’ve seen.",9,"english"
"Next raid movie will definitely be a Minecraft one.",8,"english"
"Not as good as the first but still quite, hm, quite epic.  Gets continually sidetracked in what turns out to be not a The Raid rehash, but a grand Internal Affairs-esque journey of one man collapsing the crime syndicate web of Indonesia. Super unfocused film, poorly paced toward the start but it kicks off eventually. While The Raid compromises it’s audience with the claustrophobia of being trapped, The Raid 2 trips over the openness of the world to explore, opportunity…",7,"english"
"was precautiously covering my dick throughout  that is, except for the times when i was zoning out",5,"english"
"YOOOO I have those same knives in VALORANT",10,"english"
"This is how action movies should be made. They should get your heart pumping, your adrenaline rushing, make you sit on the edge on your seat as you gasp at the impact of every punch and kick.  Gareth Evans just gets *it*",10,"english"
"Is my man still considered a cop?",10,"english"
"Evans makes the bold decision to expand the world of the first far beyond the brutal machete fights of the first and tell a wildly melodramatic story involving undercover identities, family power struggles, and the intricacies of various criminal organizations. It's also about a Baseball Bat Man and a Hammer Girl slaughtering a bunch of goons in some of the coolest action scenes you will ever see.  I think if you break down the story beat by beat not everything…",9,"english"
"Most realistic fighting in a movie!  I'll rate it (9/10)⭐",9,"english"
"Hammer Girl and Baseball Bat Boy are the best characters in film",9,"english"
"What I loved about the first Raid film was how full throttle it is. You barely get any time to catch your breath and it’s completely unrelenting. This one isn’t as fast paced, however it takes its time and adds much more character development to its characters than the first one had and for that I really liked it. I would still say I prefer the first but this was an extremely solid entry, and I feel like they actually…",9,"english"
"If you haven’t seen The Raid movies, then you’re seriously missing out on two of the best action films of the last decade.  By far the superior of the two, The Raid 2 has some of the most well-choreographed fight scenes I’ve ever seen. Admittedly, I find myself rewatching some of the fights found here at least once a month. You just can’t beat it, dawg.  Also, Iko Uwais can get it. Please, chokehold me daddy.",9,"english"
"The more I think about it, the worse it gets. The plot adds literally nothing to the movie. The direction is fine, but Rama being a deep undercover cop is literally never used as a source of tension. Unlike the first, this movie doesn’t really know when to chill out and when to shut the fuck up and of balls to the wall. My biggest example being the fact that the movie decides to kill off its best non mc…",7,"english"
"So, I can't figure if this movie was a step down from the original because of the length or a step up because of the narrative this brings to the table. Either way the Action Choreography was ==== the original. An edgy edge of the seat action movie, an honest one in that. We don't get those a lot. Plus this is how a Sleeping Dogs movie adaptation would look like or should look like, I won't settle for anything less.",8,"english"
"- Part of 100 Films - Bonus Round  Too much of a good thing. The first film was great because it was pretty lean without all that much plot to get bogged down in, and the tight environment of the tower block made it a brilliantly simple action quest, keep going up and it gets harder as you climb. This is just trying to top it with more of everything and you lose the impact the first movie had. More…",5,"english"
"The coolest BTS shot of all-time for those that haven’t seen it: https://youtu.be/kxb9xzAaYjM",10,"english"
"fucking awesome. this is easily among the most bloody and violent movies i have ever seen and while it can often feel over the top, these action scenes are also some of the most expertly choreographed in all of cinema. the second half of this movie is a lot better than the first. the action scenes are all better (although i do like the muddy prison brawl from the first half) and there's more of them whereas the first half…",7,"english"
"Action is amazing but the plot was confusing",6,"english"
"The Raid’s spartan script was a big part of what made it so effective. This was unfortunately quite bloated. But I loved hammer time.   Also, snow in Indonesia? Didn’t realise The Raid 2 is lowkey a climate change movie.",6,"english"
"I’m sorry I just get that invested in the characters and story but the action more than makes up for it",6,"english"
"This movie not only improves on the action from the first, but also improves on the story which picks up immediately after the first. The first movie's story was simple and straight forward, but this movie shows that you can have both an incredible story and insane action. The kitchen fight scene alone is absolutely nuts, and blows away so many other action movies I've seen.  Also watching the 1st and 2nd back-to-back was *chef's kiss*.",10,"english"
"This legitimately deserves that Nine Inch Nails needle drop at the end.",8,"english"
"That final fight scene makes me so hard",9,"english"
"2 and a half hours of straight starchings left and right",8,"english"
"""The Raid 2"" is a film as entertaining as it is exhausting. Much more plot and also more violence. If you expect the same thing again you may be surprised.",8,"english"
"Shaky cam is a bit excessive but still remains one of the greatest action movies ever.",10,"english"
"I like my action movies to be very simple in plot and fast paced so we can efficiently get from action sequence to action sequence. That's what made the first Raid movie so excellent to me: a very simple premise with just enough plot and twists and turns to keep things interesting but ultimately the focus was the carnage. It occasionally fell into melodrama when it attempted to make the characters either empathetic or despicable but those moments were few…",7,"english"
"The perfect action film.",9,"english"
"i think one thing that the raid: redemption did so well is have enough of a plot to justify non-stop fighting sequences for a feature length film. it was incredible and i loved it. while i appreciate the raid 2 trying to lean more into the narrative rather than doing what it does best - insane fighting sequences, I think the first movie had the right idea.   overall i had a really great time watching this except for the fact that they didn't let Prakoso, mad dog's long-lost identical twin with identical martial arts training, fight more in this sequel",8,"english"
"While I was initially uncertain about the slower pace in the Raid 2, the film eventually becomes a bravado spectacle of violence and insanity.",10,"english"
"The Godfather but with punching.",8,"english"
"Very different than the first one, but in an Alien/Aliens sorta way (as in, different kind of story but still totally fuckin awesome)",8,"english"
"How do you outgun one of the most bonkers yet intricately crafted action films ever made in it's sequel?  Don't ask me  Ask Gareth Evans",9,"english"
"This review may contain spoilers. I can handle the truth.  I felt this was an excellent action film that expanded on what the first film did very nicely. The story is more expansive, the action was even crazier, and the filmmaking felt slicker. I will say that the story felt a little derivative of other films, meaning it was a bit predictable and certain elements felt poorly developed. That being said though, I enjoyed this film's take on a mobster story and felt the insane action helped make up for…",8,"english"
"I kept like falling asleep for a lot of the movie. Like small 2 second intervals. Over the entire course of the 3rd act. And I think I know what the plot was. At least my brain made up something to justify the fights so. I liked it.",8,"english"
"The action is quite good, especially the car chase/fight. The violence is really brutal and gory, which was a bit of a turn off if I'm being honest.",7,"english"
"Just need more violent fighting movies",7,"english"
"The Raid 2 isn't as great as it's prior, but it still comes pretty damn close. Going from one building in the original to multiple locations, it gave the crew more to do and more to flex with. Honestly some places look absolutely amazing and the cinematography here is such a stand out. The fight choreography is amazing, Iko Uwais really pulls out every stop he possibly can here. As well as Julie Estelle as the notorious Hammer Girl. The…",8,"english"
"I feel like this movie was too long compared to the first one, but I guess this one took different direction, which I enjoyed not as much the first tho. Hall and kitchen fight scenes were amazing, one of the best that I have ever seen. Great movie overall",8,"english"
"Me in 2014: Yeahhhh fuck those dudes up, Rama 🤟  Me in 2022: Every single one of these meat puppet henchmen is an unpaid intern 😢",0,"english"
"Probably the best choreographed action film ever",8,"english"
"I mustn’t have been paying attention several years ago when I watched Raid 2 because this is every bit as good as the first Raid film. It’s beautifully shot, the choreography makes you feel every punch, kick, snap, slash and stab. The running time flies by with not a scene wasted.",10,"english"
"The Kitchen Fight Scene (Rama v.s. The Assassin) will go down in the history books as one of the best.   Didn’t enjoy as much as The Raid, but still a pretty solid sequel!",0,"english"
"watched it over two days, what a great movie. i think it does a good job of balancing its dramatic ambitions with its action scenes, though I think near the end it kind of veers into more action than anything else.  However, this movie joins Barry Lyndon as having one of the best uses of Sarabande I've seen in a movie, so any problems i have with it are moot and unimportant.",10,"english"
"my gut reaction on initial watch is that this is a notable improvement over the original (which i still really liked.) lots more variety in the action sequences (we even get a fucking stellar car chase out of this) and weapons (the girl with the hammers and the dude with the baseballs were both awesome). locations change enough to keep things visually distinct too. the prison mud fight near the start was super impressive, some very long shots there. the…",8,"english"
"ONE OF THE GREATEST ACTION FILMS EVER MADE. Rama and Eka car scene itself is worth my time. Woahhhhh!🤩 One of the finest action set piece ever. God level Action Choreography. I liked them this time around because of the story happening in the background to care about. First part was a survival film but..after a point the action seems tiring due to thin storyline. Not this time. Changing locations and setting helped care about each individual fight scene. Weirdly…",9,"english"
"The John Wick movies rip a lot from this. Not just the action, but the world building and atmosphere. The way it bridges characters and gives them their own journey until the end. The action would be even better if this was made today. If I saw this a few years ago I would’ve loved it even more.",7,"english"
"Should’ve been 100 mins like the first raid. I almost lost interest but then hammer girl shows up.",7,"english"
"Yo did they just straight-up use that song from the Social Network in the end credits? That's stealing bro.  Anyways, THIS MOVIE FUCKS. Didn't think there was any topping the first one but you know what I think they just did it. Gareth Evans just needs to do more shit, that's all there is to it.",9,"english"
"This review may contain spoilers. I can handle the truth.  This was once again a lot of fun! I preferred the first one mainly due to its heavy focus on the spectacular action sequences over any complicated narrative but I can still safely say that this one is among the best action films I have ever seen in my entire life. The expertise in the craftsmanship and choreography that is at hand in every scene is seriously mind-blowing. There are so many neat ideas in terms of cinematography and editing;…",7,"english"
"Held back by a bloated, overly-long narrative, but the action sequences are nothing short of breathtakingly brutal. Action that's bigger and bloodier than the original, and maybe even better.",7,"english"
"Dials it up a little further with characters and fuller story. Maybe a little to long, but still an epic ride!",8,"english"
"Pretty underwhelming ngl. Can’t say it offers much over the first one besides a car chase. I understand wanting to improve on the barebones plot of The Raid but they really went too far in the other direction with a bloated, cliched crime-drama narrative that rips off every other movie in the genre, is an hour too long and not nearly interesting or well acted enough to hold your attention for that time. The violence and fighting is also overdone to…",4,"english"
"Rewatched this, after not seeing is for a while. I always enjoy the raid movies, to me, I don't know if this is as good as The Raid, because they are two quite different movies. As always, the action scenes are immense and riveting. I also think the soundtrack does quite a bit for this movie, especially the tense parts.",8,"english"
"Lesson for Hollywood actions: give cool villains the perfect send-off.",7,"english"
"Every single action scene in this film is a banger.",10,"english"
"The hallway only got given the second best fight scene. Lunacy.",8,"english"
"Every fight scenes in here were choreographed so well, this is my #1 action film for now.",8,"english"
"plot is mostly nonsense, but the action scenes are art. the speed, the choreography, and intensity of every fight is insane and they reach levels that most actions films couldn’t even dream of. definitely could use less plot in between the action scenes though because the move is also long as hell",8,"english"
"I revisited The Raid 2 and this time around, knowing that it was a very different movie from The Raid and appreciating it on those terms...I kinda loved it?? While the first film was essentially one long awesome action scene punctuated by a glimmer of a plot, this sequel is a compelling, complex plot punctuated by awesome action scenes, and that makes it an overall better movie for me. Because survival horror with nameless goons is fun, but here, writer-director…",9,"english"
"This is exactly how you make a great sequel. By doing more of what was great about the original, but at the same time doing something very different. The action is still insanely good, and there’s a much more interesting plot to go with it. I can’t think of another movie that balances action and drama as well as this. There’s no doubt this is one of the best action movies of all time.",9,"english"
"God this shit’s so fucking sick. The Raid 2 admittedly isn’t as good as its predecessor, it’s 30 minutes too long and the story is about as one-note as before, but it’s still awesome in its own way: taking all the cool pencak silat and turning it up to 11. Just sit back and bask in Iko Uwais beating the living fuck out of everyone in front of him",8,"english"
"The Raid was a perfect bite of well-choreographed ultraviolence. The Raid 2 decided to take that awesome action and add in some really stylish settings and some cool and creative ways to murder people. The story is a bit too much as this clocks in at two and a half hours, but I honestly don’t mind as the action is beyond top tier.",8,"english"
"This whole film would have gone a lot smoother if the two boys just kissed <3",10,"english"
"“This is my favorite fight scene.” Me every fight scene.  Love the surprise use of two deep cut NIN tracks at the end as a lil treat for me.",9,"english"
"Incredible action sequences and stunts, particularly the fight with the top henchman in the kitchen at the end, and the preceding fight with the man with the baseball bat and woman with the hammers. Great action flick.",9,"english"
"not quite as good as the first action-wise, but it makes up for it by adding a (surprisingly great) storyline",10,"english"
"I liked the part with the murder",7,"english"
"This really might just be the best action movie of all time",10,"english"
"The Raid is a series I never want to end",8,"english"
"Literally the best movie ever made",10,"english"
